Message,gtrans_el,Spam
URGENT Your Mobile number has been awarded with a 2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,ΕΠΕΙΓΟΝ Ο αριθμός του κινητού σας έχει απονεμηθεί με ένα βραβείο 2000 ΕΓΓΥΗΜΕΝΟ. Καλέστε στο 09058094454 από σταθερό. Αξίωση 3030. Ισχύει μόνο 12 ώρες,phising
You have 1 new message. Please call 08715205273,Έχετε 1 νέο μήνυμα. Καλέστε στο 08715205273,phising
"Latest Nokia Mobile or iPOD MP3 Player 400 proze GUARANTEED Reply with WIN to 83355 now Norcorp Ltd. 1,50 Mtmsgrcvd18","Τελευταίο Nokia Mobile ή iPod MP3 Player 400 proze ΕΓΓΥΗΜΕΝΗ Απάντηση με WIN στο 83355 τώρα Norcorp Ltd. 1,50 Mtmsgrcvd18",advertisement
December only Had your mobile 11mths You are entitled to update to the latest colour camera mobile for Free Call The Mobile Update VCo FREE on 08002986906,Μόνο Δεκέμβριος Είχε το κινητό σας 11 μήνες Έχετε το δικαίωμα να ενημερώσετε την πιο πρόσφατη έγχρωμη κάμερα κινητού για δωρεάν κλήση The Mobile Update VCo ΔΩΡΕΑΝ στο 08002986906,advertisement
Dear U've been invited to XCHAT. This is our final attempt to contact u Txt CHAT to 86688 150p MsgrcvdHG Suite342 2Lands Row W1J6HL LDN 18 yrs,"Αγαπητέ, έχετε προσκληθεί στο XCHAT. Αυτή είναι η τελευταία μας προσπάθεια να επικοινωνήσουμε μαζί σας Txt CHAT στο 86688 150p MsgrcvdHG Suite342 2Lands Row W1J6HL LDN 18 ετών",advertisement
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,Μηνιαίος κωδικός πρόσβασης για το wap. Το mobsi.com είναι 391784. Χρησιμοποιήστε το τηλέφωνό σας wap όχι υπολογιστή.,phising
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O 250 3 WANT 800,ΖΗΤΕΙΤΑΙ 3MOBILE ΑΝ 0870 CHATLINE ΠΕΡΙΛΑΜΒΑΝΟΥΝ ΣΤΑ ΔΩΡΕΑΝ ΛΕΠΤΑ. INDIA CUST SERVs SED ΝΑΙ. Το L8ER ΠΗΡΕ ΜΕΓΑ ΛΟΓΑΡΙΑΣΜΟ. 3 ΜΗΝ ΚΑΤΑΦΕΡΕΙΣ. ΔΙΚΑΣΤΙΚΟΣ ΕΠΙΜΕΛΕΤΗΣ ΣΕ ΗΜΕΡΕΣ. I O 250 3 ΘΕΛΩ 800,advertisement
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes Win Nookii games with Flirt Click TheMob WAP Bookmark or text WAP to 82468","όλα τα τελευταία από τα Stereophonics, Marley, Dizzee Racal, Libertines και The Strokes Κερδίζουν παιχνίδια Nookii με Flirt Κάντε κλικ στο TheMob WAP σελιδοδείκτη ή στείλτε μήνυμα WAP στο 82468",phising
"SMS. ac Blind Date 4U Rodds1 is 21 m from Aberdeen, United Kingdom. Check Him out Link no Blind Dates send HIDE","ΓΡΑΠΤΟ ΜΗΝΥΜΑ. Το ac Blind Date 4U Rodds1 απέχει 21 μέτρα από το Aberdeen, Ηνωμένο Βασίλειο. Δείτε τον Σύνδεσμο χωρίς ραντεβού στα τυφλά αποστολή ΑΠΟΚΡΥΨΗ",advertisement
Do you want a New Nokia 3510i colour phone DeliveredTomorrow With 300 free minutes to any mobile 100 free texts Free Camcorder reply or call 08000930705.,Θέλετε ένα νέο έγχρωμο τηλέφωνο Nokia 3510i να παραδοθεί αύριο Με 300 δωρεάν λεπτά σε οποιοδήποτε κινητό 100 δωρεάν γραπτά μηνύματα Δωρεάν βιντεοκάμερα απαντήστε ή καλέστε στο 08000930705.,advertisement
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play 250k Dream Team. Scoring starts on Saturday, so register now SKY OPT OUT to 88088","Το Fantasy Football επιστρέφει στην τηλεόρασή σας. Μεταβείτε στο Sky Gamestar στο Sky Active και παίξτε 250k Dream Team. Η βαθμολογία ξεκινά το Σάββατο, οπότε εγγραφείτε τώρα SKY OPT OUT στο 88088",advertisement
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,ΥΠΗΡΕΣΙΕΣ SMS Για τις συνολικές πιστώσεις κειμένου pls gotto www.comuk.net login 3qxj9 απεγγραφείτε με STOP χωρίς επιπλέον χρέωση βοήθεια 08702840625 comuk.220cm2 9AE,advertisement
Free Top ringtone sub to weekly ringtone get 1st week free send SUBPOLY to 81618 3 per week stop sms 08718727870,Δωρεάν κορυφαίος ήχος κλήσης υπό τον εβδομαδιαίο ήχο κλήσης λάβετε την 1η εβδομάδα δωρεάν αποστολή SUBPOLY στο 81618 3 ανά εβδομάδα στάση sms 08718727870,phising
Do you want a new Video phone 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,"Θέλετε ένα νέο τηλέφωνο βίντεο 600 ανά πάσα στιγμή, οποιαδήποτε στιγμή, 400 λεπτά, χωρίς αποκλεισμούς, βιντεοκλήσεις ΚΑΙ λήψεις 5 την εβδομάδα Δωρεάν delTOMORROW καλέστε στο 08002888812 ή απαντήστε ΤΩΡΑ",advertisement
FREE Ringtone Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for 3 wk,ΔΩΡΕΑΝ Απάντηση Ringtone REAL ή POLY π.χ. REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1ος ήχος ΔΩΡΕΑΝ και 6 ακόμη όταν εγγραφείτε για 3 εβδομάδες,phising
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a 1500 Bonus Prize, call 09066368470","Ως πολύτιμος πελάτης, είμαι στην ευχάριστη θέση να σας ενημερώσω ότι μετά από πρόσφατη αναθεώρηση του Mob No. σας απονεμήθηκε ένα βραβείο μπόνους 1500, καλέστε στο 09066368470",phising
Hi its LUCY Hubby at meetins all day Fri I will B alone at hotel U fancy cumin over Pls leave msg 2day 09099726395 Lucy x Calls 1 minMobsmoreLKPOBOX177HP51FL,Γεια σου LUCY Hubby στις συναντήσεις όλη την ημέρα Παρ. Θα Β μόνος μου στο ξενοδοχείο U φανταχτερό κύμινο πέρα ​​από Παρακαλώ αφήστε μήνυμα 2 ημέρα 09099726395 Lucy x Κλήσεις 1 λεπτόMobsmoreLKPOBOX177HP51FL,advertisement
goldviking 29 M is inviting you to be his friend. Reply YES 762 or NO 762 See him www.SMS.ac u goldviking STOP Send STOP FRND to 62468,Το goldviking 29 M σε προσκαλεί να γίνεις φίλος του. Απάντηση ΝΑΙ 762 ή ΟΧΙ 762 Δείτε τον www.SMS.ac u goldviking STOP Στείλτε STOP FRND στο 62468,advertisement
SplashMobile Choose from 1000s of gr8 tones each wk This is a subscrition service with weekly tones costing 300p. U have one credit kick back and ENJOY,Splash Mobile Επιλέξτε από 1000 τόνους gr8 κάθε εβδομάδα Αυτή είναι μια συνδρομητική υπηρεσία με εβδομαδιαίους τόνους που κοστίζει 300p. Έχετε ένα πιστωτικό λάκτισμα και ΑΠΟΛΑΥΣΤΕ,phising
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now,Έχετε μια σημαντική ανακοίνωση εξυπηρέτησης πελατών από την PREMIER. Καλέστε το ΔΩΡΕΑΝ 0800 542 0578 τώρα,phising
Todays Voda numbers ending 7548 are selected to receive a 350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,"Οι σημερινοί αριθμοί Voda με κατάληξη 7548 επιλέγονται για να λάβουν βραβείο 350. Εάν έχετε ένα ταίριασμα, καλέστε στο 08712300220 αναφέροντας τον κωδικό αξίωσης 4041 την εφαρμογή τυπικών τιμών",phising
Enjoy the jamster videosound gold club with your credits for 2 new videosounds 2 logos musicnews get more fun from jamster.co.uk 16 only Help call 09701213186,Απολαύστε το jamster videosound gold club με τους τίτλους σας για 2 νέα βίντεο ήχους 2 λογότυπα musicnews διασκεδάστε μόνο από το jamster.co.uk 16 Βοήθεια καλέστε 09701213186,phising
"URGENT You have won a 1 week FREE membership in our 100,000 Prize Jackpot Txt the word CLAIM to No 81010 T C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",ΕΠΕΙΓΟΝ Κερδίσατε μια ΔΩΡΕΑΝ συνδρομή 1 εβδομάδας στο τζάκποτ 100.000 βραβείων μας Στείλτε τη λέξη CLAIM στο No 81010 T C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18,phising
"You can stop further club tones by replying STOP MIX See my tone.com enjoy. html for terms. Club tones cost GBP4.50 week. MFL, PO Box 1146 MK45 2WT 2 3","Μπορείτε να σταματήσετε άλλους ήχους κλαμπ απαντώντας STOP MIX Δείτε το my tone.com απόλαυση. html για όρους. Οι τόνοι κλαμπ κοστίζουν 4,50 GBP την εβδομάδα. MFL, PO Box 1146 MK45 2WT 2 3",phising
PRIVATE Your 2004 Account Statement for 078498 7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code 45239 Expires 06.05.05,ΙΔΙΩΤΙΚΟ Η κατάσταση λογαριασμού 2004 για το 078498 7 εμφανίζει 786 μη εξαργυρωμένους πόντους μπόνους. Για διεκδίκηση καλέστε 08719180219 Κωδικός αναγνώρισης 45239 Λήγει 06.05.05,phising
You have 1 new message. Please call 08712400200.,Έχετε 1 νέο μήνυμα. Καλέστε στο 08712400200.,phising
FREE for 1st week No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16 norm150p tone,"ΔΩΡΕΑΝ για την 1η εβδομάδα No1 Nokia tone 4 ur κινητό κάθε εβδομάδα, απλώς στείλτε txt NOKIA στο 8077 Λάβετε txting και ενημερώστε τους φίλους σας. www.getzed.co.uk POBbox 36504 W45WQ 16 norm150p τόνος",phising
88066 FROM 88066 LOST 3POUND HELP,88066 ΑΠΟ 88066 ΕΧΑΣΕ 3 ΛΙΡΕΣ ΒΟΗΘΕΙΑ,phising
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Συγχαρητήρια για την απονομή 500 κουπονιών CD ή 125 δώρων με εγγύηση Δωρεάν είσοδος 2 100 εβδομαδιαίες κλήρωση txt MUSIC σε 87066 TnCs www.Ldew.com1win150ppmx3age16,phising
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX 1.50,"Αποκτήστε τον επίσημο ήχο κλήσης ή έγχρωμη σημαία ΑΓΓΛΙΑΣ στο κινητό για το αποψινό παιχνίδι Text TONE ή FLAG στο 84199. Optout txt ENG STOP Box39822 W111WX 1,50",phising
"Had your mobile 10 mths Update to the latest Camera Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins texts. Text YES for a call","Είχατε το κινητό σας 10 μήνες Ενημερώστε τα πιο πρόσφατα τηλέφωνα βίντεο με κάμερα ΔΩΡΕΑΝ. ΚΡΑΤΗΣΤΕ ΤΟΝ ΙΔΙΟ ΑΡΙΘΜΟ, Λάβετε επιπλέον δωρεάν λεπτά μηνύματα. Στείλτε μήνυμα YES για μια κλήση",advertisement
FREE MSG We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,ΔΩΡΕΑΝ MSG Χρεώσαμε τον αριθμό του κινητού σας κατά λάθος από τον σύντομο κωδικό 83332. Καλέστε στο 08081263000 για να σας επιστραφούν οι χρεώσεις. Αυτή η κλήση θα είναι δωρεάν από σταθερό τηλέφωνο BT,advertisement
URGENT We are trying to contact U. Todays draw shows that you have won a 800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,ΕΠΕΙΓΟΝ Προσπαθούμε να επικοινωνήσουμε με το U. Η σημερινή κλήρωση δείχνει ότι έχετε κερδίσει ένα έπαθλο 800 ΕΓΓΥΗΜΕΝΟ. Καλέστε στο 09050003091 από σταθερό. Αξίωση C52. Ισχύει μόνο 12 ώρες,phising
"You are a 1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you To Claim Call 09071517866 Now 150ppmPOBox10183BhamB64XE","Είστε νικητής 1000 ή Εγγυημένο βραβείο καλούντος, αυτή είναι η τελική μας προσπάθεια να επικοινωνήσουμε μαζί σας Για να διεκδικήσετε Καλέστε 09071517866 Τώρα 150ppmPOBox10183BhamB64XE",phising
Babe U want me dont u baby Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard Txt XXX SLO 4msgs,Μωρό μου με θέλεις μην σε μωρό Είμαι άσχημος και έχω κάτι 4 βρόμικοι. Περάστε αγενείς στιγμές με μια σέξι σκύλα. Τι θα λέγατε να πάμε slo n σκληρά Txt XXX SLO 4msgs,advertisement
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to Link stop texts, txt STOP to 80062","Αγαπητέ κάτοχο κουπονιού, Για να διεκδικήσετε αυτήν την προσφορά εβδομάδων, στον υπολογιστή σας, μεταβείτε στο Link stop texts, txt STOP στο 80062",phising
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, 3 per pole. UnSub 08718727870.","5 Δωρεάν Top Polyphonic Tones καλέστε στο 087018728737, National Rate. Λάβετε μια μελωδία toppoly που αποστέλλεται κάθε εβδομάδα, απλώς στείλτε μήνυμα SUBPOLY στο 81618, 3 ανά πόλο. UnSub 08718727870.",phising
Want a new Video Phone 750 anytime any network mins Half price line rental free text for 3 months Reply or call 08000930705 for free delivery,"Θέλετε ένα νέο Video Phone 750 ανά πάσα στιγμή, οποιαδήποτε λεπτά λεπτά Ενοικίαση γραμμής μισής τιμής δωρεάν κείμενο για 3 μήνες Απαντήστε ή καλέστε στο 08000930705 για δωρεάν παράδοση",advertisement
Urgent Please call 09061213237 from a landline. 5000 cash or a 4 holiday await collection. T Cs SAE PO Box 177 M227XY. 16,Επείγον Καλέστε στο 09061213237 από σταθερό τηλέφωνο. 5000 μετρητά ή 4 διακοπές σε αναμονή συλλογής. T Cs SAE Τ.Θ. 177 M227XY. 16,phising
Loans for any purpose even if you have Bad Credit Tenants Welcome. Call NoWorriesLoans.com on 08717111821,"Δάνεια για οποιονδήποτε σκοπό, ακόμη κι αν έχετε Καλώς ήλθατε στο Bad Credit Tenants. Καλέστε το NoWorriesLoans.com στο 08717111821",advertisement
Sunshine Quiz Wkly Q Win a top Sony DVD player if u know which country Liverpool played in mid week Txt ansr to 82277. 1.50 SP Tyrone,"Sunshine Quiz Wkly Q Κερδίστε ένα κορυφαίο DVD player της Sony αν ξέρετε σε ποια χώρα έπαιξε η Λίβερπουλ στα μέσα της εβδομάδας Txt ansr στο 82277. 1,50 SP Tyrone",advertisement
"Urgent call 09061749602 from Landline. Your complimentary 4 Tenerife Holiday or 10,000 cash await collection SAE T Cs BOX 528 HP20 1YF 150ppm 18",Επείγουσα κλήση στο 09061749602 από Σταθερό. Η δωρεάν συλλογή σας 4 Tenerife Holiday ή 10.000 μετρητά σε αναμονή SAE T Cs BOX 528 HP20 1YF 150ppm 18,phising
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to Link Ts Cs apply.2 stop texts txt STOP to 80062.","Αγαπητέ κάτοχο κουπονιού, 2 διεκδικήστε την προσφορά αυτής της εβδομάδας, στον υπολογιστή σας, μεταβείτε στο Link Ts Cs application.2 stop text txt STOP to 80062.",phising
"FreeMsg Hey there darling it's been 3 week's now and no word back I'd like some fun you up for it still Tb ok XxX std chgs to send, 1.50 to rcv","FreeMsg Γεια σου αγάπη μου, έχουν περάσει 3 εβδομάδες τώρα και δεν μπορώ να πω τίποτα πίσω.",advertisement
"Our dating service has been asked 2 contact U by someone shy CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p","Η υπηρεσία γνωριμιών μας ζήτησε 2 επικοινωνήστε με το U από κάποιον ντροπαλό ΚΑΛΕΣΕ 09058091870 ΤΩΡΑ όλα θα αποκαλυφθούν. POBox84, M26 3UZ 150p",advertisement
Sunshine Quiz Wkly Q Win a top Sony DVD player if u know which country the Algarve is in Txt ansr to 82277. 1.50 SP Tyrone,"Sunshine Quiz Wkly Q Κερδίστε ένα κορυφαίο DVD player της Sony αν γνωρίζετε ποια χώρα είναι το Algarve στο Txt ansr στο 82277. 1,50 SP Tyrone",advertisement
"Oh my god I've found your number again I'm so glad, text me back xafter this msgs cst std ntwk chg 1.50","Θεέ μου, βρήκα ξανά τον αριθμό σου, χαίρομαι πολύ, στείλε μου μήνυμα πίσω από αυτό το μήνυμα cst std ntwk chg 1,50",advertisement
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now,Έχετε μια σημαντική ανακοίνωση εξυπηρέτησης πελατών. Καλέστε το ΔΩΡΕΑΝ 0800 542 0825 τώρα,phising
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls 1 minMobsmoreLKPOBOX177HP51FL,Γεια σου αν ψάχνεις 4 αυθάδης διασκέδαση κατά τη διάρκεια της ημέρας με γυναικεία παντρεμένη γυναίκα Είμαι ελεύθερος όλη την επόμενη εβδομάδα Συνομιλία τώρα 2 ώρα ταξινόμησης 09099726429 JANINExx Κλήσεις 1 λεπτόMobsmoreLKPOBOX177HP51FL,advertisement
Great NEW Offer DOUBLE Mins DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE Call MobileUpd8 free on 08000839402 NOW or 2stoptxt T Cs,Μεγάλη ΝΕΑ Προσφορά DOUBLE Mins DOUBLE Txt στις καλύτερες τιμές Orange ΚΑΙ λάβετε τελευταία τηλέφωνα με κάμερα 4 ΔΩΡΕΑΝ Κλήση MobileUpd8 δωρεάν στο 08000839402 ΤΩΡΑ ή 2stoptxt T Cs,advertisement
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182","Ευχαριστούμε για την παραγγελία του ήχου κλήσης, αριθμός αναφοράς X49. Το κινητό σας θα χρεωθεί 4,50. Εάν ο ήχος σας δεν φτάσει, καλέστε το τμήμα εξυπηρέτησης πελατών 09065989182",phising
Dear Subscriber ur draw 4 100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday TXT answer to 80062,"Αγαπητέ συνδρομητή, η δωροεπιταγή της κλήρωσης 4 100 θα καταχωρηθεί με την παραλαβή της σωστής απάντησης. Πότε ήταν η απάντηση του Elvis Presleys Birthday TXT στο 80062",advertisement
"Thanks for your ringtone order, ref number R836. Your mobile will be charged 4.50. Should your tone not arrive please call customer services on 09065069154","Ευχαριστούμε για την παραγγελία ήχου κλήσης, αριθμός αναφοράς R836. Το κινητό σας θα χρεωθεί 4,50. Εάν ο ήχος σας δεν φτάσει, καλέστε την εξυπηρέτηση πελατών στο 09065069154",phising
"Shop till u Drop, IS IT YOU, either 10K, 5K, 500 Cash or 100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Ψωνίστε μέχρι να πείτε, IS IT YOU, είτε 10.000, 5.000, 500 μετρητά ή 100 ταξιδιωτικά κουπόνια, Καλέστε τώρα, 09064011000. NTT PO Box CR01327BT Σταθερή γραμμή Κόστος 150 ppm κινητού ποικίλλει",advertisement
Todays Vodafone numbers ending with 4882 are selected to a receive a 350 award. If your number matches call 09064019014 to receive your 350 award.,"Οι σημερινοί αριθμοί Vodafone που τελειώνουν με 4882 επιλέγονται για να λάβουν ένα βραβείο 350. Εάν ο αριθμός σας ταιριάζει, καλέστε στο 09064019014 για να λάβετε το βραβείο 350.",advertisement
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night,Πώς γίνεται να παίρνει τόσο λίγο χρόνο για ένα παιδί που φοβάται το σκοτάδι να γίνει έφηβος που θέλει να μείνει έξω όλο το βράδυ,advertisement
PRIVATE Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code 45239 Expires,ΙΔΙΩΤΙΚΟ Η κατάσταση λογαριασμού 2004 για το 07742676969 εμφανίζει 786 πόντους μπόνους που δεν έχουν εξαργυρωθεί. Για αξίωση καλέστε 08719180248 Κωδικός αναγνώρισης 45239 Λήγει,phising
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or 250 cash every wk. Txt POD to 84128 Ts Cs www.textpod.net custcare 08712405020.,Δωρεάν είσοδος 1ης εβδομάδας 2 TEXTPOD 4 μια ευκαιρία 2 κερδίστε 40 GB iPod ή 250 μετρητά κάθε εβδομάδα. Txt POD στο 84128 Ts Cs www.textpod.net custcare 08712405020.,advertisement
"449050000301 You have won a 2,000 price To claim, call 09050000301.","449050000301 Κερδίσατε τιμή 2.000 Για να διεκδικήσετε, καλέστε στο 09050000301.",phising
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","HOT LIVE FANTASIES καλέστε τώρα 08707500020 Μόλις 20p ανά λεπτό NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 είναι μια κλήση εθνικής χρέωσης",advertisement
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","Θέλετε να ανανεώσετε το ενδιαφέρον σας με μια εβδομαδιαία απάντηση σε νέο τόνο TONES2U 2 αυτό το κείμενο. www.ringtones.co.uk, το αρχικό n καλύτερο. Ισχύουν χρεώσεις χειριστή δικτύου Tones 3GBP",phising
"U can WIN 100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription","Μπορείτε να ΚΕΡΔΙΣΕΤΕ 100 κουπόνια δώρου μουσικής κάθε εβδομάδα, ξεκινώντας ΤΩΡΑ, στείλτε μήνυμα με τη λέξη ΚΛΗΡΩΣΗ σε 87066 TsCs www.ldew.com SkillGame,1Winaweek, ηλικία16.150ppermessΣυνδρομή",phising
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...","Γεια, αυτή είναι η Amy, θα σας στείλουμε έναν δωρεάν αριθμό τηλεφώνου σε λίγες μέρες, ο οποίος θα σας δώσει πρόσβαση σε όλα τα πάρτι ενηλίκων...",advertisement
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,Νέο TEXTBUDDY Chat 2 καυλιάρηδες τύποι στην περιοχή σας 4 μόλις 25p Δωρεάν 2 λάβετε τον ταχυδρομικό κώδικα Αναζήτησης ή στο gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,advertisement
WIN a 200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk age16 1.50perweeksub.,"ΚΕΡΔΙΣΤΕ ένα ξεφάντωμα 200 αγορών κάθε ΕΒΔΟΜΑΔΑ Ξεκινώντας ΤΩΡΑ. 2 αναπαραγωγή κειμένου STORE στο 88039. SkilGme. TsCs08714740323 1Winawk age16 1,50 perweeksub.",advertisement
